episode,epsilon,total_reward,avg_queue,avg_wait_s,avg_travel_s,throughput,switches,td_loss,q_table_states,avg_delay_s
117,0.5225,-334.7076923076923,2.1783333333333332,4.02028081123245,39.31045241809672,618,72,13.48095363121847,107,4.15600624024961
118,0.5196,-390.2615384615384,2.4558333333333335,4.168571428571428,39.68571428571428,671,69,16.102171492596717,107,4.335714285714285
119,0.5168,-311.8461538461538,2.0825,3.7276853252647504,39.006051437216335,642,69,16.069015426065725,108,3.871406959152799
120,0.5139,-371.8153846153846,2.4466666666666668,4.438461538461539,40.324615384615385,622,70,14.29125211808989,108,4.601538461538461
121,0.5111,-379.1999999999999,2.3225,4.07533234859675,39.76514032496307,655,70,14.323810514820602,108,4.2141802067946825
122,0.5082,-399.9076923076923,2.5241666666666664,4.462574850299402,40.34431137724551,645,71,9.107480112202179,108,4.637724550898204
123,0.5054,-422.04615384615386,2.5458333333333334,4.629800307219662,39.863287250384026,618,70,16.316694666979842,108,4.7588325652841785
124,0.5026,-355.3230769230769,2.2308333333333334,4.004545454545455,39.3969696969697,641,70,12.367312596076507,109,4.1346444780635405
125,0.4998,-319.8923076923077,2.109166666666667,3.8127853881278537,39.054794520547944,634,74,7.119833438356343,109,3.948249619482496
126,0.4971,-441.1230769230769,2.72,4.722873900293255,40.27712609970674,661,71,6.154505446619287,109,4.8372434017595305
127,0.4943,-493.2923076923077,2.950833333333333,4.961756373937677,40.82294617563739,678,65,17.397433099287134,109,5.092067988668555
128,0.4916,-373.9538461538462,2.405,4.294736842105263,39.92631578947368,641,73,13.737022754863954,109,4.457142857142857
129,0.4889,-416.70769230769224,2.715,4.482566248256624,40.44769874476987,690,72,13.229008474567872,109,4.619246861924686
130,0.4862,-365.7076923076923,2.3125,4.155824508320726,39.869894099848715,640,69,8.944654224375208,111,4.296520423600605
131,0.4835,-479.24615384615385,2.8633333333333333,5.1814024390243905,41.146341463414636,632,67,17.083287874302442,111,5.320121951219512
132,0.4808,-409.8923076923077,2.5633333333333335,4.62613981762918,40.390577507598785,637,70,6.974466082928233,111,4.761398176291793
133,0.4781,-487.56923076923084,2.96,5.0315186246418335,40.977077363896846,674,70,10.200930691033184,111,5.2020057306590255
134,0.4755,-347.0461538461538,2.2691666666666666,3.9587628865979383,39.362297496318114,656,71,13.922737960135292,111,4.132352941176471
135,0.4729,-348.6,2.131666666666667,3.9889240506329116,39.57120253164557,611,69,9.421038917777105,111,4.131329113924051
136,0.4703,-359.9384615384615,2.2891666666666666,4.084084084084084,39.891891891891895,647,72,7.659072310747481,111,4.252252252252252
137,0.4677,-294.0461538461538,1.9516666666666667,3.6049766718506997,38.968895800933126,624,74,11.425277596292137,111,3.7262830482115086
138,0.4651,-299.3384615384615,2.1458333333333335,3.7511045655375552,39.55670103092783,656,80,6.044377993043716,111,3.9072164948453607
